id,name,description,address,floor,lat,lng,restricted,restriction,disabled_access,url,phone_number,twitter_screen_name,facebook_url,atmosphere_disciplined,atmosphere_relaxed,atmosphere_historic,atmosphere_modern,atmosphere_inspiring,atmosphere_cosy,atmosphere_social,atmosphere_friendly,facility_food_drink,facility_daylight,facility_views,facility_large_desks,facility_free_wifi,facility_no_wifi,facility_computers,facility_laptops_allowed,facility_sockets,facility_signal,facility_printers_copiers,facility_whiteboards,facility_projector,facility_outdoor_seating,facility_bookable,facility_toilets,facility_refreshments,facility_break,expensive,created_at,updated_at,access_id,space_type_id,library_id,noise_id,work_private,work_close,work_friends,work_group,term_time_hours_id,out_of_term_hours_id,email_address,editors,facility_wheelchair_accessible,facility_blue_badge_parking,facility_accessible_toilets,facility_induction_loops,facility_adjustable_furniture,facility_individual_study_space,facility_gender_neutral_toilets,facility_bike_racks,facility_smoking_area,facility_baby_changing,facility_prayer_room,opentimes_before_9am,opentimes_after_7pm,opentimes_saturday,opentimes_sunday,booking_url
10,Moore Library - Ground Floor,"The Ground floor is the main entrance, enquiry and staff area. As such, has limited study areas and is generally the noisest part of the library. Despite motion activated lighting can be quite a 'dark' area to work compared to the other floors.","Wilberforce Road, Cambridge CB3 0WD",Ground Floor,52.210174,0.103238,f,validated University card access outside staffed hours,f,http://moore.libraries.cam.ac.uk/,01223 765670,MooreLib,moorelib,f,t,f,t,f,t,t,t,t,t,t,t,t,f,t,t,t,t,t,t,f,t,f,t,t,t,,52:06.4,17:37.2,4,5,3,4,t,t,t,t,1831,1832,moore-library@lib.cam.ac.uk,sjg22@cam.ac.uk,t,f,f,f,f,f,t,t,t,f,f,,,,,
68,Mill Lane Seminar Room (Land Economy),Bookable seminar room administered by Mill Lane Library,"8 Mill Lane
Cambridge
CB2 1RX",Top floor,52.20149,0.11718,f,Must be booked at Mill Lane Issue Desk,f,http://www.landecon.cam.ac.uk/library,1223 337110,,,f,t,f,f,f,f,t,f,t,t,f,t,t,f,f,t,f,t,f,f,f,f,t,f,f,t,,22:09.0,34:49.3,3,8,14,4,f,f,t,t,1209,1210,landecon-library@lists.cam.ac.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
66,Mill Lane Main Library (Land Economy),"Contains approximately 50 study spaces with large desks and wooden and comfortable chairs. 
","8 Mill Lane
Cambridge
CB2 1RX",Top floor,52.20149,0.11718,f,,f,http://www.landecon.cam.ac.uk/library,01223 337110,,,f,t,t,f,f,f,f,t,f,f,f,t,t,f,f,t,t,t,f,f,f,f,f,t,f,t,,11:06.6,36:14.1,3,5,14,2,t,f,f,f,1211,1212,landecon-library@lists.cam.ac.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
12,Moore Library - 2nd Floor,"A smaller area than the first floor but if you don't mind the sound ot the wind whistling through the roof, this is quite pleasant place to work. Also, excellent views of the rest of the site including the grass roof of the central core building.","Wilberforce Road, Cambridge CB3 0WD",2nd Floor,52.210174,0.103238,t,Validated University card access outside staffed hours,t,http://moore.libraries.cam.ac.uk/,01223 765670,MooreLib,moorelib,t,f,f,t,t,t,f,f,t,t,t,t,t,f,t,t,t,t,t,t,f,t,f,t,t,t,,52:06.6,18:38.7,4,5,3,2,t,t,t,f,1833,1834,moore-library@lib.cam.ac.uk,sjg22@cam.ac.uk,t,f,f,f,f,f,t,f,f,f,f,,,,,
113,UL - South Front 5 ,"Located within the book shelves, there are usually a few people looking for books, but this is otherwise a quiet space.  This floor looks out over the Cambridge skyline and onto the main walkway past the Library. This space is included in Spacefinder as an example of the many open-shelf areas in the UL where it is possible to work.","Cambridge University Library, West Road, Cambridge, CB3 9DR",5th,52.20507,0.10824,t,"For information on how to access the UL, please see: http://www.lib.cam.ac.uk/plan-your-visit/admissions/who-can-use",t,http://www.lib.cam.ac.uk,01223 333000,theUL,cambridgeuniversitylibrary,t,f,t,f,t,f,f,f,f,t,t,t,f,t,f,t,f,t,f,f,f,f,f,t,t,t,4,52:23.1,16:46.3,4,5,2,1,t,f,f,f,2111,2112,library@lib.cam.ac.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
56,Cambridge Brew House,Pub/microbrewery with trendy decor. Student friendly. Excellent food and even better beer. Lots of tables. Large bookable room upstairs.,"1 King Street
Cambridge CB1 1LH",,52.207403,0.122223,f,,f,http://www.thecambridgebrewhouse.com/,01223 855185,TheCamBrewHouse,TheCambridgeBrewHouse,f,t,f,f,t,t,t,t,t,t,f,t,t,f,f,t,t,t,f,f,f,f,t,t,t,t,4,52:10.8,52:39.7,4,1,,3,f,t,t,t,979,980,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
47,Benets Cafe,"A small cafe, with a bonus ice-cream bar, directly opposite King's College Chapel. Good to study in but you need to buy regular drinks to avoid being asked to leave.","21, King's Parade, Cambridge, CB2 1SP",,52.204979,0.117845,f,,f,https://plus.google.com/104830534335234164556/about?gl=uk&hl=en,01223 329068,,,t,f,f,f,f,f,t,t,t,t,t,f,f,t,f,t,f,t,f,f,f,t,f,t,t,t,3,52:10.0,59:07.7,4,2,,3,t,f,f,f,693,694,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
50,Le Patissier,Cosy daytime cafe in a touristy location.,"11 St Johns St, Cambridge CB2 1TW",,52.208051,0.118237,f,,t,,01223 568336,,,t,f,f,f,f,t,t,t,t,f,f,f,t,f,f,t,f,t,f,f,f,t,f,t,f,f,3,52:10.2,40:36.5,4,2,,3,f,t,t,f,843,844,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
127,Costa (Hills Road),Not just another Costa. This is the best Costa in Cambridge bar none. Great coffee and snacks.,"40 Hills Road
Cambridge ",,52.19713,0.12915,f,,t,,,,,f,t,f,t,f,t,t,t,t,f,f,f,t,f,f,t,f,t,f,f,f,f,f,t,t,t,3,21:25.3,21:25.3,4,2,,3,t,t,t,f,1227,1228,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
73,Astronomy: Library Room B,"In the historic Cambridge Observatory building (1823).  This room has books on physics, mathematics and computing.  Also a set of Undergraduate Reference Books.","Institute of Astronomy
Madingley Road
Cambridge
CB3 0HA",Ground,52.21458,0.09533,t,Steps at front of building.  Narrow corridors.,f,http://www.ast.cam.ac.uk/library,01223 337537,,,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f,f,f,f,f,t,t,t,,27:05.0,15:46.4,4,5,9,2,t,f,f,f,1665,1666,ioalib@ast.cam.ac.uk,,f,f,f,f,f,f,t,t,f,f,f,,,,,
63,Philosophy - Computer Area,"A small area with PCs, printing and scanning facilities","Raised Faculty Building
Sidgwick Avenue
Cambridge
CB3 9DA",2,52.20109,0.10917,f,,t,http://www.phil.cam.ac.uk/library,01223 762939,lewylib,Lewylib,f,t,f,t,f,f,t,t,f,t,t,f,t,f,t,t,f,t,t,f,f,f,f,f,t,t,,30:28.4,26:09.5,3,5,11,3,t,t,t,t,1705,1706,phillib@hermes.cam.ac.uk,,t,t,t,f,t,t,t,t,t,f,f,,,,,
62,Philosophy - Reading Room,Quiet working area with a variety of seating and desk space.,"Raised Faculty Building
Sidgwick Avenue
Cambridge
CB3 9DA",2,52.20109,0.10917,f,,t,http://www.phil.cam.ac.uk/library,01223 762939,lewylib,Lewylib,t,f,f,t,f,f,f,f,f,t,t,t,t,f,f,t,t,t,f,f,f,f,f,f,t,t,,25:07.1,26:37.1,3,5,11,2,t,t,f,f,1709,1710,phillib@hermes.cam.ac.uk,,t,t,t,f,f,t,t,t,t,f,f,,,,,
142,SPS Library - Ground Floor,The ground floor area offers a variety of study spaces including two individual study desks and beanbags within the book collection.,"Free School Lane
Cambridge
CB2 3HQ",,52.20344,0.1189,t,,f,www.spslibrary.hsps.cam.ac.uk,01223 334522,spslibraryinfo,PPSISLibrary,t,f,f,f,f,t,f,t,f,t,f,f,t,f,t,t,t,t,t,f,f,f,f,t,f,f,,44:09.7,48:14.6,3,5,27,2,t,f,f,f,1735,1736,sps-library@hsps.cam.ac.uk,,f,f,f,f,t,f,f,t,f,f,f,,,,,
30,Education Library - Lily Pad 2,"A popular study area, on the upper floor of the Library. Spacious desks, some by large windows looking over the trees to Hills Road, others with views across to Homerton College. Access to plugs for laptops, computers and WIFI. Best for solo study and research. ","184 Hills Road, Cambridge, CB2 8PQ",,52.186667,0.136944,t,DMB has access restrictions where Library is located; card controlled; Faculty Reception staff on duty during office hours,t,http://www.educ.cam.ac.uk/library/,01223 767700,edfaclib,pages/Education-Faculty-Library-University-of-Cambridge/638858689457909?fref=ts,f,f,f,t,t,f,f,t,f,t,t,t,t,f,f,t,t,t,f,f,f,f,f,t,t,t,,52:08.2,53:47.0,3,5,7,2,f,f,f,f,1741,1742,,"art38@cam.ac.uk,",f,f,f,f,f,f,f,t,f,f,f,,,,,
158,The Devonshire Arms,Milton Brewery Real Ale Pub with front and back space that have wooden booths and large tables.,"1 Devonshire Road
Cambridge
CB1 2BH",,52.197976,0.138522,f,,f,https://www.individualpubs.co.uk/devonshire/,01223 316610,CambridgeDev,,f,t,f,f,f,t,t,t,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,,26:18.2,30:57.6,4,1,,5,f,f,t,t,1459,1460,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
195,GU/CUSU Lounge,"Located inside the Cambridge University Students' Union and Graduate Union building, the GU/CUSU Lounge is a comfy, friendly, sociable place to work. It has comfortable leather armchairs, bar stools alongside raised surfaces, as well as more traditional desks and chairs. All students at the University of Cambridge are welcome to use the lounge.","Cambridge University Students' Union and Graduate Union Building
17 Mill Lane
Cambridge
CB2 1RX",Ground Floor,52.20197,0.11738,t,Open to all Cambridge students,,http://www.cusu.co.uk http://www.gradunion.cam.ac.uk,+44(0)1223 333313,CUSUonline,,f,t,f,f,f,f,t,t,t,t,f,f,t,f,f,t,t,t,t,f,f,f,f,t,t,t,,12:19.2,28:46.2,3,6,33,3,t,t,t,t,1799,1800,enquiries@cusu.cam.ac.uk,,t,f,t,f,t,f,t,f,f,f,f,,,,,
233,The Locker Cafe,"Friendly artisan cafe, breakfasts, brunches & lunches, art displays, music evenings, poetry readings, private event hire. Vegan & Vegetarian Friendly. Serves their own blend coffee, T2 teas, homemade cakes and slices, paninis, toasties and soup which are all locally sourced.","54 King Street, Cambridge, CB1 1LN",2,52.207262,0.124238,f,,,https://thelockercafe.co.uk/,7566216042,lockercafe1,thelockercafe/,f,t,f,t,f,f,t,t,f,t,f,f,t,f,f,t,f,t,f,f,f,t,f,f,t,f,3,17:24.4,17:24.4,4,2,,5,f,t,f,f,2037,2038,manager@thelockercafe.co.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
1,The Snug (Lensfield Road),Being a bar expect it to be busy at lunch and in the evenings. They also have cocktail making classes that can be earlier in the day so can be raucous occasionally. Early morning and mid afternoon will be quieter but with a buzz of work and people around you. Great beer and very reasonably priced food. The Chilli Cheese Fries are amazing.,"67 Lensfield Road, Cambridge, CB2 1EN",,52.197949,0.122951,f,,f,http://www.thesnugbar.co.uk/cambridge-snug-bar/,01223 367684,TheSnugTrumps,thesnugbar,f,t,f,f,f,t,t,t,t,f,f,f,t,f,f,t,f,t,f,f,f,t,f,t,t,t,2,52:05.2,24:42.3,4,1,,5,f,t,t,t,1095,1096,,rw455@cam.ac.uk,f,f,f,f,f,f,f,f,f,f,f,,,,,
37,Cambridge Judge Business School Information Centre - Ground Floor,"Situated on the ground floor of the Cambridge Judge Business School, this space has desks for solo work, a large table for silent group work, and dedicated Bloomberg terminals.","Cambridge Judge Business School, Trumpington Street, Cambridge, CB2 1AG",Ground,52.19998,0.12171,t,Members of the University only. Others by prior arrangement. Electronic badge entry for School members only after 17:00.,t,http://www.jbs.cam.ac.uk/infolib,01223 339599,CJBSInfoLib,pages/Cambridge-Judge-Business-School-Information-and-Library-Services/25664826431,t,t,f,t,t,f,f,t,t,t,f,t,t,f,t,t,t,t,t,f,f,f,f,t,t,t,,52:08.9,03:28.9,3,5,8,2,t,t,t,t,1107,1108,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
94,Language Centre: The John Trim Centre (Old Music School),"Language learning centre, open space plus private space.  
Learn Tagalog or write your thesis! All welcome! ","The Language Centre, University of Cambridge
5, Downing Place
Cambridge
CB2 3EL",Ground floor,52.20295,0.12298,f,,t,http://www.langcen.cam.ac.uk/lc/advising/explore-resources.html,1223335058,,pages/University-of-Cambridge-Language-Centre/157482730970936,f,t,f,f,t,f,t,t,f,t,f,f,t,f,t,t,t,t,t,f,f,f,f,t,t,t,1,53:22.5,20:04.0,4,9,,3,t,t,t,t,1021,1022,enquiries@langcen.cam.ac.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
91,Jesus Green,"A large space which includes a skate park and playground, there are benches to sit on and wide open spaces to sit on the grass, as well as Jesus Green Lido (an outdoor swimming pool) on the edge of the park beside the River Cam. There are fewer benches than some parks, but the space is wide and you can escape the worst of the traffic sounds.
","Jesus Green, Cambridge.
",Ground,52.211508,0.122904,f,,t,https://www.cambridge.gov.uk/parks/jesus-green,,,,f,t,f,f,t,f,f,t,t,t,t,f,t,f,f,t,f,t,f,f,f,t,f,t,t,t,2,37:02.3,36:24.3,4,9,,4,t,t,t,t,837,838,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
82,Divinity Library - Mezzanine,The mezzanine area of the library with study spaces.,"West Road
Cambridge
CB3 9BS",2,52.20178,0.10798,t,Main entrance to faculty closes at 17:00. Closed at lunchtime from 12:55-14:00 during vacation.,t,www.divinity.cam.ac.uk/library,01223 763040,,,f,f,f,f,t,f,f,t,f,t,t,t,t,f,t,t,t,f,f,f,f,f,f,t,t,t,,02:09.7,47:32.6,3,5,17,2,t,t,t,f,1481,1482,library@divinity.cam.ac.uk,"mrp57@cam.ac.uk, cg474@cam.ac.uk",f,f,f,f,f,f,f,f,f,f,f,,,,,
96,Granta Pub,"Relaxing riverside pub with free Wi-Fi and good food. Also has a nice deck space when the weather is good
","4 Newnham Terrace, Cambridge, CB3 9EX
",Ground,52.19971,0.11386,f,,f,http://www.granta-cambridge.co.uk/,01223 505016,grantapubcam,The-Granta-Pub-Cambridge/339361736145810,f,t,f,f,f,t,t,t,t,f,t,f,t,f,f,t,f,t,f,f,f,t,f,t,t,t,3,35:24.0,37:46.5,4,1,,4,f,f,t,t,941,942,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
90,MML - Beit Library,Specialist German collection with 6 seats at shared desks.,"Modern & Medieval Languages Library
University of Cambridge
Sidgwick Avenue
Cambridge
CB3 9DA",3rd,52.201439,0.109627,f,,f,http://www.mml.cam.ac.uk/library,01223 335041,mmllib,pages/MML-Library-University-of-Cambridge/133201930056884?ref=sgm,t,f,t,f,f,f,f,f,f,f,f,f,t,f,f,t,t,t,f,f,f,f,f,t,t,t,,35:51.1,15:24.3,4,5,18,1,t,f,f,f,1187,1188,mmllib@hermes.cam.ac.uk,"md216@cam.ac.uk, pjk40@cam.ac.uk",f,f,f,f,f,f,f,f,f,f,f,,,,,
88,MML - Second floor,Quiet study spaces close to MML Library collections. A combination of individual study desks and shared tables.,"Modern & Medieval Languages Library
University of Cambridge
Sidgwick Avenue
Cambridge
CB3 9DA
",2nd,52.201439,0.109627,f,,t,http://www.mml.cam.ac.uk/library,01223 335041,mmllib,pages/MML-Library-University-of-Cambridge/133201930056884?ref=sgm,t,f,f,t,f,f,f,t,f,t,t,t,t,f,f,t,t,t,f,f,f,f,f,t,t,t,,31:52.9,28:48.8,4,5,18,2,t,t,f,f,813,814,mmllib@hermes.cam.ac.uk,"md216@cam.ac.uk, pjk40@cam.ac.uk",f,f,f,f,f,f,f,f,f,f,f,,,,,
79,"Whipple Main Library, Levels 3 & 4","Bench-style seating, high ceilings, wonderful sense of space. Close to bookshelves for easy access to resources and browsing. ","Whipple Library
Department of History and Philosophy of Science
Free School Lane
Cambridge CB2 3RH",2nd and 3rd floors,52.20292,0.11937,f,Access via main library entrance (use swipecard entrance after 17:30 in full term),t,http://www.hps.cam.ac.uk/library/,01223 334547,hpslib,pages/Whipple-Library-University-of-Cambridge/62966357372,t,f,f,f,t,f,f,t,f,t,f,f,t,f,t,t,t,f,t,f,f,f,f,t,f,f,,08:30.7,12:13.9,3,5,12,1,f,t,f,f,1655,1656,hpslib@hermes.cam.ac.uk,cm553@cam.ac.uk,f,f,f,f,f,f,f,t,f,f,f,,,,,
80,Economics - Main Library Space,"There are over 130 desk spaces on two levels, with a mixture of chairs. Lots of natural daylight.","Austin Robinson Building
Sidgwick Avenue
Cambridge
CB3 9DB",First floor.,52.20125,0.10843,t,"Access after 16:30 (Mon-Fri), and all day on Saturdays by University ID card (needs to be activated by Faculty of Economics Custodian: Mon-Fri: 9:00-16:00)",f,http://www.marshall.econ.cam.ac.uk/,(01223) 335217,marshalllibrary,MarshallLib,t,f,f,t,f,f,f,t,f,t,t,t,t,f,t,t,t,t,t,f,f,t,f,t,t,t,,23:16.7,19:54.6,3,5,16,2,t,t,f,f,1675,1676,marshlib@econ.cam.ac.uk,shf23@cam.ac.uk,f,f,f,f,f,f,f,t,t,f,f,,,,,
126,Psychology - common room,"Student common room, with hot drink and snack vending machines, next to the Library.","Department of Psychology 
Downing Street 
Cambridge 
CB2 3EB",1st,52.20205,0.12301,t,Access through a controlled reception area.,f,http://www.library.psychol.cam.ac.uk/,01223 333554,,,f,t,f,t,f,f,t,t,t,t,f,f,t,f,f,t,t,t,f,f,f,f,f,t,t,t,,35:01.7,50:25.4,4,5,19,4,f,t,t,t,1769,1770,library@psychol.cam.ac.uk,,f,f,f,f,f,f,f,t,f,f,f,,,,,
89,Le Gros Franck,"Quiet French café offering coffee and pastries.  
","57 Hills Road, Cambridge, CB2 1NT
",Ground,52.19512,0.13125,f,,f,legrosfranck.com/,01223 565560,legrosfranck,LeGrosFranckCambridge,f,t,f,t,f,t,t,t,t,t,f,f,f,f,f,t,f,t,f,f,f,f,f,t,t,t,3,32:56.5,28:32.4,4,2,,4,f,f,t,t,1043,1044,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
85,MML - First floor,"Large and individual study desks in amongst the collection, for quiet study.
","Modern & Medieval Languages Library
University of Cambridge
Sidgwick Avenue
Cambridge
CB3 9DA",1st,52.201439,0.109627,f,,t,http://www.mml.cam.ac.uk/library,01223 335041,mmllib,pages/MML-Library-University-of-Cambridge/133201930056884?ref=sgm,t,f,f,t,f,f,f,t,f,t,t,t,t,f,t,t,t,t,t,f,f,f,f,t,t,t,,21:57.8,31:37.4,4,5,18,2,t,t,f,f,823,824,mmllib@hermes.cam.ac.uk,"md216@cam.ac.uk, pjk40@cam.ac.uk",f,f,f,f,f,f,f,f,f,f,f,,,,,
128,The Mill,"Real ale pub situated right by the river, voted CAMRA pub of the year in 2015. A great place to study while having a hearty lunch and a pint. The Mill plays vinyl on a radiogram in the main bar, has a collection of boards games and a 'snug area' which seats 16 people. Many regard it as the best pub in Cambridge.

@TheMillCam","14 Mill Lane
Cambridge",,52.20148,0.11611,f,,f,http://www.themillpubcambridge.com/, 01223 311829,millcam,,f,t,f,f,f,t,t,t,t,t,f,f,t,f,f,t,t,t,f,f,f,f,f,t,t,t,3,14:11.1,14:11.1,4,1,,4,f,t,t,t,1229,1230,info@themillpubcambridge.com,,f,f,f,f,f,f,f,f,f,f,f,,,,,
86,Hot Numbers Coffee (Gwydir Street),"Set in a former brewery building, Hot Numbers is a trendy café specialising in coffee.  Large bench tables make it good for group discussion.  Daytimes are quieter, evenings there tend to be events held and it can get busy. 
","Dale's Brewery, Gwydir Street, Cambridge, CB1 2LJ 
",Ground,52.2001,0.13834,f,,f,http://hotnumberscoffee.co.uk/,01223 359966,hotnumbers,HotNumbersCoffee,f,t,f,t,t,t,t,t,t,t,f,t,t,f,f,t,f,t,f,f,f,f,f,t,t,t,1,23:10.6,24:25.0,4,2,,5,f,f,t,t,1593,1594,info@hotnumberscoffee.co.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
234,Creams Cafe,"Dessert cafe in the Leisure Park, open late, until 11 pm.","Unit F1, 
Cambridge Leisure Park, 
Cambridge CB1 7DY",1st,52.190087,0.136867,f,,,https://www.creamscafe.com,01223 412624,,creamscafe/,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,4,17:48.4,17:48.4,4,2,,5,t,f,t,f,2039,2040,,,f,f,f,f,f,f,f,t,f,f,f,,,,,
32,ARC Cafe,Food and drink in the Alison Richard Building on the Sidgwick site. Lots of seating inside and some picnic style tables and benches outside. Hot food range is limited. ,"7 West Road, Cambridge, CB3 9DP",Ground,52.20239,0.10908,f,,t,http://www.unicen.cam.ac.uk/food-and-drink/places-eat/out-university-centre/arc-cafe-alison-richard-building,,,,f,t,f,t,f,f,t,t,t,t,t,f,t,f,f,t,t,t,f,f,f,t,f,t,t,t,2,52:08.4,50:50.3,4,2,,4,f,t,t,t,977,978,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
141,SPS Library - Computer Study Area,"Another reading area on the upper floor with PCs and a number of large study desks, some of which look out over the ground floor.","Free School Lane
Cambridge
CB2 3HQ",,52.20344,0.1189,t,,f,www.spslibrary.hsps.cam.ac.uk,01223 334522,spslibraryinfo,PPSISLibrary,f,t,f,f,f,f,f,t,f,t,t,t,t,f,t,t,t,t,f,f,f,f,f,t,f,f,,34:13.6,47:29.5,3,5,27,2,t,t,f,f,1733,1734,sps-library@hsps.cam.ac.uk,,f,f,f,f,t,f,f,t,f,f,f,,,,,
92,Parker’s Piece,"This wide open space is located between Mill Road and the centre of town, and is easily accessible by foot or bike. There are trees and benches around the edges of the common, and various eateries nearby (including café and chairs at one corner) for anybody looking for a break. ","Parker's Piece, Cambridge
",Ground,52.202228,0.128682,t,,t,https://www.cambridge.gov.uk/parks/parkers-piece,,,,f,t,f,f,t,f,t,t,t,t,t,f,t,f,f,t,f,t,f,f,f,t,f,t,t,t,,39:26.5,37:46.5,4,9,,4,t,t,t,t,1057,1058,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
83,Picturehouse Cambridge Cafe/Bar,"The café bar is bright and airy with plenty of seating, including some sofas.  It is a busy and animated space, with high turnover; expect to buy regular drinks to keep a table.   
","38-39 Saint Andrew's Street, Cambridge, CB2 3AR
",Second Floor,52.20295,0.12375,f,,t,https://www.picturehouses.com/cinema/info/Arts_Picturehouse_Cambridge, 0871 902 5720,CamPicturehouse,ArtsPicturehouse,f,t,f,t,t,t,t,t,t,t,t,f,t,f,f,t,f,t,f,f,f,f,f,t,t,t,3,02:03.1,57:27.4,4,2,,4,f,f,t,t,1099,1100,cambridge@picturehouses.co.uk,,f,f,f,f,f,f,f,f,f,f,f,,,,,
95,The Free Press,"A small, cosy pub that is quiet during the day and lively in the evening.
","The Free Press Pub, 7 Prospect Row, Cambridge, CB1 1DU
",Ground,52.20479,0.13038,f,,f,http://www.freepresspub.com/,01223 368337,freepresspub,The-Free-Press/118534981534150,f,t,f,f,f,t,t,t,t,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,t,t,3,30:44.1,27:48.3,4,1,,4,f,f,t,t,1601,1602,01223 368337,,f,f,f,f,f,f,f,f,f,f,f,,,,,
237,Coldhams Cafe,"Based in the C3 Church Centre, Coldhams Lane.  Large bright welcoming cafe serving coffee, cakes, pastries and snacks.  Outside seating area on patio, free wi-fi.","C3 Centre, 
Coldhams Lane,
Cambridge 
CB1 3HR",Ground floor,52.200494,0.157208,f,,,https://thec3.uk/coldhams-coffee,01223 844415,coldhamscoffee,coldhamscoffee,f,t,f,t,f,f,t,t,f,f,t,f,t,f,f,f,f,f,f,f,f,t,f,t,t,f,3,28:20.6,28:20.6,4,5,,3,f,t,t,f,2045,2046,hello@thec3.uk,,t,t,t,f,f,f,f,f,f,f,f,,,,,
97,CB2,"Informal café and bookshop serving food and drink. Easily accessible from the Grafton Centre.
","5/7 Norfolk Street, Cambridge, CB1 2LD
",Ground,52.205,0.134405,f,,f,http://www.cb2bistro.com/,01223 508503,Cb2Bistro,cb2bistrocambridge,f,t,f,f,f,t,t,t,t,t,f,f,t,f,f,t,f,f,f,f,f,t,f,t,t,t,3,40:21.9,39:37.7,4,2,,5,f,f,t,t,699,700,office@cb2bistro.com,,f,f,f,f,f,f,f,f,f,f,f,,,,,
129,Laundress Green,A popular patch of grass by the Mill Pond where students and tourists gather. Overlooking the river and all the punting action this is one of Cambridge's iconic 'beauty spots'. Find a space to study but beware the cow pats as cattle are free to graze here.,"Laundress Green,
Mill Pond,
Cambridge",,52.2011,0.11539,f,,f,,,,,f,t,f,f,t,f,t,t,t,t,f,f,f,f,f,t,f,t,f,f,f,t,f,t,t,t,,29:08.6,29:08.6,4,5,,3,f,t,t,t,1231,1232,,,f,f,f,f,f,f,f,f,f,f,f,,,,,
238,Medical Library Shhh Space,"A room for silent, individual study located in the University of Cambridge Medical Library.

The library serves staff and students of the University of Cambridge, and NHS staff in the East of England region. The library is located on the Addenbrooke's site.","University of Cambridge School of Clinical Medicine
Cambridge Biomedical Campus
Cambridge
CB2 0SP",1,52.175741,0.141285,t,"The space can be used by staff and students of the University, or NHS staff in the East of England region. ",,library.medschl.cam.ac.uk,01223 336750,cam_med_lib,,t,f,f,t,f,f,f,f,f,t,f,t,t,f,f,t,t,t,t,f,f,f,f,f,f,f,,37:16.3,37:16.3,3,5,36,1,t,f,f,f,2049,2050,library@medschl.cam.ac.uk,,f,f,t,f,t,t,t,t,f,f,f,,,,,
69,Music: Faculty Graduate Room,This room is part of the old building and provides a study area reserved for Music Faculty graduate students.,"11 West Road, Cambridge, CB3 9DP",Ground floor,52.20216,0.10791,t,This room is for use by Music Faculty graduate students only during library opening hours,f,http://pendlebury.mus.cam.ac.uk/,1223335182,PendleburyLib,Penlib,f,f,t,f,f,f,f,f,f,t,f,t,t,f,f,t,t,f,f,f,f,f,f,t,f,t,,23:07.4,37:37.4,2,5,13,2,t,t,t,t,2051,2052,Pendlebury@mus.cam.ac.uk,"hrs38@cam.ac.uk, amljp2@cam.ac.uk",t,t,t,f,f,f,f,t,f,f,f,,,,,
101,Haddon: Main Reading Room,This traditional reading room offers 8 large tables seating 4 people each and 2 window tables seating 2 each. ,"Downing Street
CAMBRIDGE 
CB2 3DZ",1st,52.202906,0.121552,f,Library opening hours only (broadly = office hours),t,http://haddon.archanth.cam.ac.uk/,01223 333505,HaddonLibrary,Haddon-Library-of-Archaeology-and-Anthropology-566290340136530,t,f,t,f,f,f,f,f,f,t,t,t,t,f,t,t,t,t,t,f,f,f,f,t,f,t,,23:45.8,21:42.9,3,5,20,2,t,t,t,f,1753,1754,haddon-library@lists.cam.ac.uk,"tlh27@cam.ac.uk, sjb282@cam.ac.uk",t,t,t,f,f,f,f,t,f,t,f,,,,,
102,Haddon: McBurney Room,"A room mainly given over to book collections, but with a couple of tables: seating 4 in the North West corner and 2 in the South West corner.","Downing Street
CAMBRIDGE
CB2 3DZ",2nd,52.202906,0.121552,t,Library opening hours only (broadly = office hours),t,http://haddon.archanth.cam.ac.uk/,01223 333505,HaddonLibrary,Haddon-Library-of-Archaeology-and-Anthropology-566290340136530,t,f,t,f,f,f,f,f,f,t,t,f,t,f,f,t,t,t,f,f,f,f,f,f,f,t,,29:40.6,22:20.7,3,5,20,2,t,t,t,f,1755,1756,haddon-library@lists.cam.ac.uk,"tlh27@cam.ac.uk, sjb282@cam.ac.uk",t,t,t,f,f,f,f,t,f,t,f,,,,,
